一级分类,二级分类,疾病,挂什么科,哪些症状,好发人群,治疗方法,治疗费用,是否传染,患病比例,治愈率,治疗周期,html
内科,消化内科,十二指肠憩室梗阻性黄疸综合征,普外科,间歇性腹部疼痛、饱胀感、反酸、嗳气、偶可引起上消化道出血、梗阻性黄疸、继发胰腺炎可以出现腹部剧烈疼痛、恶心、呕吐及腹泻,中老年人群,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（10000—— 30000元）,否,人群患病概率0.004%,,手术治疗周期14天,https://tag.120ask.com/jibing/sezcsgzxhzhz/
内科,消化内科,十二指肠结核,消化内科、感染科,腹痛、呕吐、胃脘饱胀、上腹不适、消瘦、排便频率异常、粪便黑色并带有血液、心音遥远、腹胀、无活动性结核病灶、十二指肠狭窄、邪恋正虚,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,是,人群患病概率0.096%,,治疗周期9个月,https://tag.120ask.com/jibing/sezcjh/
内科,消化内科,沙门氏菌属食物中毒,急诊科,畏寒、发热伴有腹痛、腹泻、恶心、呕吐、便血、排便频率异常、水样便、黏液便、脓血便、弛张热、稽留热、缓脉、肠出血、肠穿孔,所有群体,病因治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.002%-0.004%,99%能够治愈,5-10天,https://tag.120ask.com/jibing/smsjsswzd/
内科,消化内科,十二指肠静脉曲张,胃肠外科,静脉曲张、呕血、便血、股三角区压痛、休克、黑便、局部静脉压痛,所有人群,外科、内镜、导管治疗,根据不同医院，收费标准不一致，市三甲医院约（10000 —— 50000元）,否,0.02%,80%,2-3月,https://tag.120ask.com/jibing/sezcjmqz/
内科,消化内科,痧气,中医科,腹痛、胸闷、呕吐、腹泻、皮疹、瘀斑,所有人群均可发病,中药治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 5000元）,否,0.021%,95%,3-7天,https://tag.120ask.com/jibing/shaqi/
内科,消化内科,十二指肠胃反流及胆汁反流性胃,消化内科,中上腹持续性疼痛、呕吐、贫血、体重减轻、心悸,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000--8000元）,否,0.035%,90%,2-4周,https://tag.120ask.com/jibing/sezcwfljdzflxwy/
内科,消化内科,伤食泄泻,中医科,腹泻、腹痛、肠鸣、便下恶臭、腹胀、嗳腐、食欲不振、恶心呕吐,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（500 —— 1000元）,否,36%,93%,5天,https://tag.120ask.com/jibing/ssxx/
内科,消化内科,十二指肠先天性缺如、闭锁和狭,普外科,恶心与呕吐、脱水、消瘦、营养不良,所有人群,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.008%,75%,10-30天,https://tag.120ask.com/jibing/sezcxtxqrbshxz/
内科,消化内科,十二指肠血管性压迫综合征,胃肠外科,消瘦、脱水、急性胃扩张、呕吐、腹胀、腹部不适、乏力、厌食、营养不良,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 10000元）,否,0.002%-0.005%,75%,3-6个月,https://tag.120ask.com/jibing/sezcxgxypzhz/
内科,消化内科,食管白斑,消化内科,吞咽困难、胸骨后疼痛、黏膜白斑,所有群体,对症治疗,根据不同医院，收费标准不一致，市三甲医院约（500-1000元）,否,0.005%,80%,1-3个月,https://tag.120ask.com/jibing/sgbb/
内科,消化内科,食管化学性烧伤,急诊科,流涎、呕吐、吞咽痛、吞咽困难、食管溃疡、发烧、消化道狭窄、肺含水量增加、胸痛、咽颊部烧伤、轻度烧伤、红斑性烧伤,所有群体,病因治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.001%,70%,2-4周,https://tag.120ask.com/jibing/sghxxss/
内科,消化内科,十二指肠炎,消化内科,消化不良、胃脘饱胀、反酸、嗳气、腹痛伴便血、压痛、粪便黑色并带有血液、消瘦、上腹部疼痛、贫血、恶心与呕吐、腹痛,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,人群患病概率13%,,治疗周期60天,https://tag.120ask.com/jibing/sezcy/
内科,消化内科,食管瘢痕性狭窄,心胸外科,消化道狭窄、脱水、呼吸异常、咽颊部烧伤、食管重复、发烧、吞咽障碍、食管腔梗阻、恶心与呕吐、食管痉挛、休克、挛缩性瘢痕,所有群体,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.005%,70%,2-4月,https://tag.120ask.com/jibing/sghxxz/
内科,消化内科,食管结核,消化内科、感染科,吞咽困难、吞咽痛、胸骨后疼痛、呕血、疲乏、无力、消瘦、盗汗,所有群体,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（500-1000元）,否,0.021%,82%,9个月,https://tag.120ask.com/jibing/sgjh/
内科,消化内科,十二指肠壅积症,消化内科,呃逆、恶心与呕吐、消瘦、脱水、营养不良,所有群体,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（10000-50000元）,否,0.05%,90%,2-4月,https://tag.120ask.com/jibing/sezcjz/
内科,消化内科,食管贲门黏膜撕裂综合征,心胸外科,呕吐、反复呕血、呕血与黑便、食管痉挛,所有群体,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.005%-0.008%,75%-85%,2-3个月,https://tag.120ask.com/jibing/sgmmslzhz/
内科,消化内科,食管克罗恩病,消化内科,阴部溃疡、咽部溃疡、口腔溃疡、溃疡、吞咽困难、胸痛、贫血、关节疼痛、呕吐、发烧、咽痛、便秘、腹部包块,儿童多见,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.001%,40%,1-3个月,https://tag.120ask.com/jibing/sgkleb/
内科,消化内科,十二指肠淤积症,消化内科,腹痛、恶心与呕吐、胸痛、便血、呕血与黑便、便秘,所有群体,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.0006%,80%,4-6周,https://tag.120ask.com/jibing/sezcyjz/
内科,消化内科,食管贲门粘膜撕裂综合征,消化内科,呕血、上消化道出血、呕吐,所有群体,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.0001%,10%,10-30天,https://tag.120ask.com/jibing/sgmzmslzhz/
内科,消化内科,食管类癌,消化内科,吞咽时胸骨后不适或噎痛感、腹泻、噎痛感、吞咽障碍、颜面潮红、气喘、水肿,食管类癌多见男性，发病年龄26～77岁，平均54岁,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.1%--0.2%,,2-4月,https://tag.120ask.com/jibing/sgla/
内科,消化内科,石膏综合征,消化内科,恶心与呕吐、腹痛上腹饱满膨胀、震水声、全腹弥漫性压痛,所有群体,对症治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.1%,80%,1个月,https://tag.120ask.com/jibing/sgzhz/
内科,消化内科,食管穿孔,普外科,吞咽困难、胸痛、吞咽痛、颈部疼痛、压痛、声音嘶哑、呼吸困难、呕血、发绀、捻发音、心动过速、呼吸急促,所有群体,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.003%,80%,7-14天,https://tag.120ask.com/jibing/sgck/
内科,消化内科,食管蹼和食管环,消化内科,吞咽困难、消瘦、皮肤苍白、舌质红绛、脾肿大、食管痉挛、气道和食管之间的瘘管、贫血、仰颈时吞咽困难,40岁以上,药物治疗、正确进食方法,根据不同医院，收费标准不一致，市三甲医院约3000-5000元,否,0.001%-0.005%,70%,3-6个月,https://tag.120ask.com/jibing/sghsgh/
内科,消化内科,食管穿透性损伤,消化内科,胸骨后疼痛、腹痛、发烧、吞咽困难、皮下气肿、呕血与黑便、食管瘘,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.005%,60%,3-5个月,https://tag.120ask.com/jibing/sgctxss/
内科,消化内科,食管梅毒,消化内科,吞咽困难、体重减轻、脱水、贫血、恶病质、气管食管树胶样肿、呛咳、食管溃疡、水肿,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,是,0.0001%,30%,1--3个月,https://tag.120ask.com/jibing/sgmd/
内科,消化内科,食管腐蚀性灼伤,消化内科,咽颊部烧伤、吞咽困难、吞咽痛、胸骨后疼痛、咽部异物感、食管溃疡、吞咽障碍、恶心与呕吐、消化道狭窄、黑便、食管痉挛,所有群体,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.0020%(误食强酸强碱性化学药品导致本病发生率为100%，胃食管返流症所致本病发生率约10%),70-80%,1-3个月,https://tag.120ask.com/jibing/sgfsxzs/
内科,消化内科,食管囊肿,胃肠外科,咳嗽、呼吸困难、喘息、呼吸窘迫综合症、食管腔梗阻、吞咽障碍、吞咽困难、气管间隙形成肿块、食管间隙形成肿块、恶心与呕吐、食管梗阻、消瘦,所有群体,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.1%,80%,10天,https://tag.120ask.com/jibing/sgnz/
内科,消化内科,食管肉瘤,肿瘤科,咽部异物感、吞咽困难、声音嘶哑、胸骨后烧灼样痛,所有群体,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.005%,20%,2-6月,https://tag.120ask.com/jibing/sgrl/
内科,消化内科,食管管型,消化内科,上腹不适、咽部灼热疼痛、胸闷、嗳气、胸骨后烧灼样痛、吞咽困难、咽部异物感、呕吐,所有群体,对症治疗,根据不同医院，收费标准不一致，市三甲医院约（100-500元）,否,0.0002%,80%,40天,https://tag.120ask.com/jibing/sggx/
内科,消化内科,食管黏膜损伤,消化内科,咽部异物感、咳嗽、吞咽困难、吞咽痛、恶心与呕吐、胸骨后疼痛、胸骨后烧灼样痛、呕吐、高热,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（500-1000元）,否,0.001%,60%,7天,https://tag.120ask.com/jibing/sgmss/
内科,消化内科,食管过短,普外科,吞咽困难、吞咽障碍、吞咽痛、呕吐、咽痛、食管腔狭窄、仰颈时吞咽困难,所有人群,药物、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,人群患病概率0.001%,,手术治疗周期14天,https://tag.120ask.com/jibing/sggd/
内科,消化内科,食管平滑肌瘤,消化内科、心胸外科,恶心与呕吐、吞咽困难、食欲不振、反胃、嗳气、上腹部疼痛、胃脘饱胀、咳嗽、呼吸困难,所有群体,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.2%--0.5%,,>50天,https://tag.120ask.com/jibing/sgphjl/
内科,消化内科,食管损伤,普外科,"吞咽困难、食管出血、呕吐、胸痛、皮下气肿、呕吐,下胸痛,下颈部皮下气肿",所有群体,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,人群患病概率1.4%,,治疗周期14天,https://tag.120ask.com/jibing/sgss/
内科,消化内科,食管破裂,消化内科,呼吸异常、紫绀、胸痛、发烧、气促、呼吸困难、颈部疼痛、吞咽困难、声音嘶哑、液气胸,所有群体,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.001%,70%,2--4周,https://tag.120ask.com/jibing/sgpl/
内科,消化内科,食管外压和牵拉,心胸外科,胸痛、不能进食、面色苍白、血压下降,所有人群,手术治疗、药物治疗,根据不同医院，收费标准不一致，市三甲医院约（20000 —— 40000元）,否,0.005%-0.006%,75%,1-2个月,https://tag.120ask.com/jibing/sgwyhql/
内科,消化内科,食管源性胸痛,消化内科,胸痛、烧心、吞咽困难、反酸、食管痉挛、呕吐、腹痛、咳嗽、咳痰、钝痛、疼痛、吞咽痛,所有群体,病因治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.01%,85%,30天,https://tag.120ask.com/jibing/sgyxxt/
内科,消化内科,双胃,消化内科,呕吐、上腹痛、便血、便秘、体重不增、上腹部可触及囊性肿物、腹胀、上腹压痛、贫血及脱水、呕血、便血、上腹痛,儿童和青少年、女性多于男性,手术治疗,根据不同医院，收费标准不一致，市三甲医院约(30000-70000元),否,人群患病概率0.09%,,治疗周期15天,https://tag.120ask.com/jibing/shuangwei/
内科,消化内科,食管胃底静脉曲张及其破裂出血,消化内科,静脉曲张、消瘦、乏力、食欲减退、蜘蛛痣、肝掌、脾大、水肿、腹泻、腹水,所有群体,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.0002%,60%,1-3周,https://tag.120ask.com/jibing/sgwdjmqzjqplcx/
内科,消化内科,食积胃病,中医科,腹胀嗳腐、食欲不振、便秘、恶心呕吐,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（500 —— 1000元）,否,0.005%--0.008%,60-80%,2-4周,https://tag.120ask.com/jibing/sjwb/
内科,消化内科,食管血管瘤,消化内科、心胸外科,吞咽困难、胸骨后疼痛、吞咽不适,40～70 岁多见，男性多于女性,手术治疗、放射治疗,根据不同医院，收费标准不一致，市三甲医院约（10000 —— 50000元）,否,0.001%,10%,7-14天,https://tag.120ask.com/jibing/sgxgl/
内科,消化内科,食瘕,中医科,口中常有水出、四肢洒洒如疟、饮食不能、郁郁而痛,成年女性、瘦长体型或长期卧床者多见,中医药物治疗、西医药物治疗,根据不同医院，收费标准不一致，市三甲医院约（500 —— 1000元）,否,0.01%,60%,3个月,https://tag.120ask.com/jibing/shi/
内科,消化内科,水合氯醛中毒,急诊科,紫绀、昏睡、体温过低、瞳孔异常、血尿、蛋白尿、黄疸、昏迷、恶心与呕吐、肝肿大、腹泻、头痛,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.001%,50%,1-3周,https://tag.120ask.com/jibing/shlqzd/
内科,消化内科,食管异位组织,消化内科,吞咽困难、呼吸困难、反胃、钟摆征、食管痉挛、呛咳、发绀,所有群体,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.0001%,75%,10-30天,https://tag.120ask.com/jibing/sgywzz/
内科,消化内科,食物变应性和不耐受性,消化内科,乳糖耐受不良、遗传性果糖不耐受、婴儿厌食,所有群体,病因治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（500-1000元）,否,本病少见，发病率约0.001%,,3-5年,https://tag.120ask.com/jibing/swbyxhbnsx/
内科,消化内科,水杨酸类中毒,急诊科,恶心与呕吐、头痛、嗜睡、四肢麻木、腹痛、昏迷、腹泻、咳嗽、耳鸣、咯血、呕血、便血,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.002%,60%,2-4周,https://tag.120ask.com/jibing/syslzd/
